index,buying,maint,doors,persons,lug_boot,safety,class
562,high,high,two,more,med,med,unacc
563,high,high,two,more,med,high,acc
564,high,high,two,more,big,low,unacc
565,high,high,two,more,big,med,acc
566,high,high,two,more,big,high,acc
567,high,high,three,two,small,low,unacc
568,high,high,three,two,small,med,unacc
569,high,high,three,two,small,high,unacc
570,high,high,three,two,med,low,unacc
571,high,high,three,two,med,med,unacc
572,high,high,three,two,med,high,unacc
573,high,high,three,two,big,low,unacc
574,high,high,three,two,big,med,unacc
575,high,high,three,two,big,high,unacc
576,high,high,three,four,small,low,unacc
577,high,high,three,four,small,med,unacc
578,high,high,three,four,small,high,acc
579,high,high,three,four,med,low,unacc
580,high,high,three,four,med,med,unacc
581,high,high,three,four,med,high,acc
582,high,high,three,four,big,low,unacc
583,high,high,three,four,big,med,acc
584,high,high,three,four,big,high,acc
585,high,high,three,more,small,low,unacc
586,high,high,three,more,small,med,unacc
587,high,high,three,more,small,high,acc
588,high,high,three,more,med,low,unacc
589,high,high,three,more,med,med,acc
590,high,high,three,more,med,high,acc
591,high,high,three,more,big,low,unacc
592,high,high,three,more,big,med,acc
593,high,high,three,more,big,high,acc
594,high,high,four,two,small,low,unacc
595,high,high,four,two,small,med,unacc
596,high,high,four,two,small,high,unacc
597,high,high,four,two,med,low,unacc
598,high,high,four,two,med,med,unacc
599,high,high,four,two,med,high,unacc
600,high,high,four,two,big,low,unacc
601,high,high,four,two,big,med,unacc
602,high,high,four,two,big,high,unacc
603,high,high,four,four,small,low,unacc
604,high,high,four,four,small,med,unacc
605,high,high,four,four,small,high,acc
606,high,high,four,four,med,low,unacc
607,high,high,four,four,med,med,acc
608,high,high,four,four,med,high,acc
609,high,high,four,four,big,low,unacc
610,high,high,four,four,big,med,acc
611,high,high,four,four,big,high,acc
612,high,high,four,more,small,low,unacc
613,high,high,four,more,small,med,unacc
614,high,high,four,more,small,high,acc
615,high,high,four,more,med,low,unacc
616,high,high,four,more,med,med,acc
617,high,high,four,more,med,high,acc
618,high,high,four,more,big,low,unacc
619,high,high,four,more,big,med,acc
620,high,high,four,more,big,high,acc
621,high,high,5more,two,small,low,unacc
622,high,high,5more,two,small,med,unacc
623,high,high,5more,two,small,high,unacc
624,high,high,5more,two,med,low,unacc
625,high,high,5more,two,med,med,unacc
626,high,high,5more,two,med,high,unacc
627,high,high,5more,two,big,low,unacc
628,high,high,5more,two,big,med,unacc
629,high,high,5more,two,big,high,unacc
630,high,high,5more,four,small,low,unacc
631,high,high,5more,four,small,med,unacc
632,high,high,5more,four,small,high,acc
633,high,high,5more,four,med,low,unacc
634,high,high,5more,four,med,med,acc
635,high,high,5more,four,med,high,acc
636,high,high,5more,four,big,low,unacc
637,high,high,5more,four,big,med,acc
638,high,high,5more,four,big,high,acc
639,high,high,5more,more,small,low,unacc
640,high,high,5more,more,small,med,unacc
641,high,high,5more,more,small,high,acc
642,high,high,5more,more,med,low,unacc
643,high,high,5more,more,med,med,acc
644,high,high,5more,more,med,high,acc
645,high,high,5more,more,big,low,unacc
646,high,high,5more,more,big,med,acc
647,high,high,5more,more,big,high,acc
648,high,med,two,two,small,low,unacc
649,high,med,two,two,small,med,unacc
650,high,med,two,two,small,high,unacc
651,high,med,two,two,med,low,unacc
652,high,med,two,two,med,med,unacc
653,high,med,two,two,med,high,unacc
654,high,med,two,two,big,low,unacc
655,high,med,two,two,big,med,unacc
656,high,med,two,two,big,high,unacc
657,high,med,two,four,small,low,unacc
658,high,med,two,four,small,med,unacc
659,high,med,two,four,small,high,acc
660,high,med,two,four,med,low,unacc
661,high,med,two,four,med,med,unacc
662,high,med,two,four,med,high,acc
663,high,med,two,four,big,low,unacc
664,high,med,two,four,big,med,acc
665,high,med,two,four,big,high,acc
666,high,med,two,more,small,low,unacc
667,high,med,two,more,small,med,unacc
668,high,med,two,more,small,high,unacc
669,high,med,two,more,med,low,unacc
670,high,med,two,more,med,med,unacc
671,high,med,two,more,med,high,acc
672,high,med,two,more,big,low,unacc
673,high,med,two,more,big,med,acc
674,high,med,two,more,big,high,acc
675,high,med,three,two,small,low,unacc
676,high,med,three,two,small,med,unacc
677,high,med,three,two,small,high,unacc
678,high,med,three,two,med,low,unacc
679,high,med,three,two,med,med,unacc
680,high,med,three,two,med,high,unacc
681,high,med,three,two,big,low,unacc
682,high,med,three,two,big,med,unacc
683,high,med,three,two,big,high,unacc
684,high,med,three,four,small,low,unacc
685,high,med,three,four,small,med,unacc
686,high,med,three,four,small,high,acc
687,high,med,three,four,med,low,unacc
688,high,med,three,four,med,med,unacc
689,high,med,three,four,med,high,acc
690,high,med,three,four,big,low,unacc
691,high,med,three,four,big,med,acc
692,high,med,three,four,big,high,acc
693,high,med,three,more,small,low,unacc
694,high,med,three,more,small,med,unacc
695,high,med,three,more,small,high,acc
696,high,med,three,more,med,low,unacc
697,high,med,three,more,med,med,acc
698,high,med,three,more,med,high,acc
699,high,med,three,more,big,low,unacc
700,high,med,three,more,big,med,acc
701,high,med,three,more,big,high,acc
702,high,med,four,two,small,low,unacc
703,high,med,four,two,small,med,unacc
704,high,med,four,two,small,high,unacc
705,high,med,four,two,med,low,unacc
706,high,med,four,two,med,med,unacc
707,high,med,four,two,med,high,unacc
708,high,med,four,two,big,low,unacc
709,high,med,four,two,big,med,unacc
710,high,med,four,two,big,high,unacc
711,high,med,four,four,small,low,unacc
712,high,med,four,four,small,med,unacc
713,high,med,four,four,small,high,acc
714,high,med,four,four,med,low,unacc
715,high,med,four,four,med,med,acc
716,high,med,four,four,med,high,acc
717,high,med,four,four,big,low,unacc
718,high,med,four,four,big,med,acc
719,high,med,four,four,big,high,acc
720,high,med,four,more,small,low,unacc
721,high,med,four,more,small,med,unacc
722,high,med,four,more,small,high,acc
723,high,med,four,more,med,low,unacc
724,high,med,four,more,med,med,acc
725,high,med,four,more,med,high,acc
726,high,med,four,more,big,low,unacc
727,high,med,four,more,big,med,acc
728,high,med,four,more,big,high,acc
729,high,med,5more,two,small,low,unacc
730,high,med,5more,two,small,med,unacc
731,high,med,5more,two,small,high,unacc
732,high,med,5more,two,med,low,unacc
733,high,med,5more,two,med,med,unacc
734,high,med,5more,two,med,high,unacc
735,high,med,5more,two,big,low,unacc
736,high,med,5more,two,big,med,unacc
737,high,med,5more,two,big,high,unacc
738,high,med,5more,four,small,low,unacc
739,high,med,5more,four,small,med,unacc
740,high,med,5more,four,small,high,acc
741,high,med,5more,four,med,low,unacc
742,high,med,5more,four,med,med,acc
743,high,med,5more,four,med,high,acc
744,high,med,5more,four,big,low,unacc
745,high,med,5more,four,big,med,acc
746,high,med,5more,four,big,high,acc
747,high,med,5more,more,small,low,unacc
748,high,med,5more,more,small,med,unacc
749,high,med,5more,more,small,high,acc
750,high,med,5more,more,med,low,unacc
751,high,med,5more,more,med,med,acc
752,high,med,5more,more,med,high,acc
753,high,med,5more,more,big,low,unacc
754,high,med,5more,more,big,med,acc
755,high,med,5more,more,big,high,acc
756,high,low,two,two,small,low,unacc
757,high,low,two,two,small,med,unacc
758,high,low,two,two,small,high,unacc
759,high,low,two,two,med,low,unacc
760,high,low,two,two,med,med,unacc
761,high,low,two,two,med,high,unacc
762,high,low,two,two,big,low,unacc
763,high,low,two,two,big,med,unacc
764,high,low,two,two,big,high,unacc
765,high,low,two,four,small,low,unacc
766,high,low,two,four,small,med,unacc
767,high,low,two,four,small,high,acc
768,high,low,two,four,med,low,unacc
769,high,low,two,four,med,med,unacc
770,high,low,two,four,med,high,acc
771,high,low,two,four,big,low,unacc
772,high,low,two,four,big,med,acc
773,high,low,two,four,big,high,acc
774,high,low,two,more,small,low,unacc
775,high,low,two,more,small,med,unacc
776,high,low,two,more,small,high,unacc
777,high,low,two,more,med,low,unacc
778,high,low,two,more,med,med,unacc
779,high,low,two,more,med,high,acc
780,high,low,two,more,big,low,unacc
781,high,low,two,more,big,med,acc
782,high,low,two,more,big,high,acc
783,high,low,three,two,small,low,unacc
784,high,low,three,two,small,med,unacc
785,high,low,three,two,small,high,unacc
786,high,low,three,two,med,low,unacc
787,high,low,three,two,med,med,unacc
788,high,low,three,two,med,high,unacc
789,high,low,three,two,big,low,unacc
790,high,low,three,two,big,med,unacc
791,high,low,three,two,big,high,unacc
792,high,low,three,four,small,low,unacc
793,high,low,three,four,small,med,unacc
794,high,low,three,four,small,high,acc
795,high,low,three,four,med,low,unacc
796,high,low,three,four,med,med,unacc
797,high,low,three,four,med,high,acc
798,high,low,three,four,big,low,unacc
799,high,low,three,four,big,med,acc
800,high,low,three,four,big,high,acc
801,high,low,three,more,small,low,unacc
802,high,low,three,more,small,med,unacc
803,high,low,three,more,small,high,acc
804,high,low,three,more,med,low,unacc
805,high,low,three,more,med,med,acc
806,high,low,three,more,med,high,acc
807,high,low,three,more,big,low,unacc
808,high,low,three,more,big,med,acc
809,high,low,three,more,big,high,acc
810,high,low,four,two,small,low,unacc
811,high,low,four,two,small,med,unacc
812,high,low,four,two,small,high,unacc
813,high,low,four,two,med,low,unacc
814,high,low,four,two,med,med,unacc
815,high,low,four,two,med,high,unacc
816,high,low,four,two,big,low,unacc
817,high,low,four,two,big,med,unacc
818,high,low,four,two,big,high,unacc
819,high,low,four,four,small,low,unacc
820,high,low,four,four,small,med,unacc
821,high,low,four,four,small,high,acc
822,high,low,four,four,med,low,unacc
823,high,low,four,four,med,med,acc
824,high,low,four,four,med,high,acc
825,high,low,four,four,big,low,unacc
826,high,low,four,four,big,med,acc
827,high,low,four,four,big,high,acc
828,high,low,four,more,small,low,unacc
829,high,low,four,more,small,med,unacc
830,high,low,four,more,small,high,acc
831,high,low,four,more,med,low,unacc
832,high,low,four,more,med,med,acc
833,high,low,four,more,med,high,acc
834,high,low,four,more,big,low,unacc
835,high,low,four,more,big,med,acc
836,high,low,four,more,big,high,acc
837,high,low,5more,two,small,low,unacc
838,high,low,5more,two,small,med,unacc
839,high,low,5more,two,small,high,unacc
840,high,low,5more,two,med,low,unacc
841,high,low,5more,two,med,med,unacc
842,high,low,5more,two,med,high,unacc
843,high,low,5more,two,big,low,unacc
844,high,low,5more,two,big,med,unacc
845,high,low,5more,two,big,high,unacc
846,high,low,5more,four,small,low,unacc
847,high,low,5more,four,small,med,unacc
848,high,low,5more,four,small,high,acc
849,high,low,5more,four,med,low,unacc
850,high,low,5more,four,med,med,acc
851,high,low,5more,four,med,high,acc
852,high,low,5more,four,big,low,unacc
853,high,low,5more,four,big,med,acc
854,high,low,5more,four,big,high,acc
855,high,low,5more,more,small,low,unacc
856,high,low,5more,more,small,med,unacc
857,high,low,5more,more,small,high,acc
858,high,low,5more,more,med,low,unacc
859,high,low,5more,more,med,med,acc
860,high,low,5more,more,med,high,acc
861,high,low,5more,more,big,low,unacc
862,high,low,5more,more,big,med,acc
863,high,low,5more,more,big,high,acc
864,med,vhigh,two,two,small,low,unacc
865,med,vhigh,two,two,small,med,unacc
866,med,vhigh,two,two,small,high,unacc
867,med,vhigh,two,two,med,low,unacc
868,med,vhigh,two,two,med,med,unacc
869,med,vhigh,two,two,med,high,unacc
870,med,vhigh,two,two,big,low,unacc
871,med,vhigh,two,two,big,med,unacc
872,med,vhigh,two,two,big,high,unacc
873,med,vhigh,two,four,small,low,unacc
874,med,vhigh,two,four,small,med,unacc
875,med,vhigh,two,four,small,high,acc
876,med,vhigh,two,four,med,low,unacc
877,med,vhigh,two,four,med,med,unacc
878,med,vhigh,two,four,med,high,acc
879,med,vhigh,two,four,big,low,unacc
880,med,vhigh,two,four,big,med,acc
881,med,vhigh,two,four,big,high,acc
882,med,vhigh,two,more,small,low,unacc
883,med,vhigh,two,more,small,med,unacc
884,med,vhigh,two,more,small,high,unacc
885,med,vhigh,two,more,med,low,unacc
886,med,vhigh,two,more,med,med,unacc
887,med,vhigh,two,more,med,high,acc
888,med,vhigh,two,more,big,low,unacc
889,med,vhigh,two,more,big,med,acc
890,med,vhigh,two,more,big,high,acc
891,med,vhigh,three,two,small,low,unacc
892,med,vhigh,three,two,small,med,unacc
893,med,vhigh,three,two,small,high,unacc
894,med,vhigh,three,two,med,low,unacc
895,med,vhigh,three,two,med,med,unacc
896,med,vhigh,three,two,med,high,unacc
897,med,vhigh,three,two,big,low,unacc
898,med,vhigh,three,two,big,med,unacc
899,med,vhigh,three,two,big,high,unacc
900,med,vhigh,three,four,small,low,unacc
901,med,vhigh,three,four,small,med,unacc
902,med,vhigh,three,four,small,high,acc
903,med,vhigh,three,four,med,low,unacc
904,med,vhigh,three,four,med,med,unacc
905,med,vhigh,three,four,med,high,acc
906,med,vhigh,three,four,big,low,unacc
907,med,vhigh,three,four,big,med,acc
908,med,vhigh,three,four,big,high,acc
909,med,vhigh,three,more,small,low,unacc
910,med,vhigh,three,more,small,med,unacc
911,med,vhigh,three,more,small,high,acc
912,med,vhigh,three,more,med,low,unacc
913,med,vhigh,three,more,med,med,acc
914,med,vhigh,three,more,med,high,acc
915,med,vhigh,three,more,big,low,unacc
916,med,vhigh,three,more,big,med,acc
917,med,vhigh,three,more,big,high,acc
918,med,vhigh,four,two,small,low,unacc
919,med,vhigh,four,two,small,med,unacc
920,med,vhigh,four,two,small,high,unacc
921,med,vhigh,four,two,med,low,unacc
922,med,vhigh,four,two,med,med,unacc
923,med,vhigh,four,two,med,high,unacc
924,med,vhigh,four,two,big,low,unacc
925,med,vhigh,four,two,big,med,unacc
926,med,vhigh,four,two,big,high,unacc
927,med,vhigh,four,four,small,low,unacc
928,med,vhigh,four,four,small,med,unacc
929,med,vhigh,four,four,small,high,acc
930,med,vhigh,four,four,med,low,unacc
931,med,vhigh,four,four,med,med,acc
932,med,vhigh,four,four,med,high,acc
933,med,vhigh,four,four,big,low,unacc
934,med,vhigh,four,four,big,med,acc
935,med,vhigh,four,four,big,high,acc
936,med,vhigh,four,more,small,low,unacc
937,med,vhigh,four,more,small,med,unacc
938,med,vhigh,four,more,small,high,acc
939,med,vhigh,four,more,med,low,unacc
940,med,vhigh,four,more,med,med,acc
941,med,vhigh,four,more,med,high,acc
942,med,vhigh,four,more,big,low,unacc
943,med,vhigh,four,more,big,med,acc
944,med,vhigh,four,more,big,high,acc
945,med,vhigh,5more,two,small,low,unacc
946,med,vhigh,5more,two,small,med,unacc
947,med,vhigh,5more,two,small,high,unacc
948,med,vhigh,5more,two,med,low,unacc
949,med,vhigh,5more,two,med,med,unacc
950,med,vhigh,5more,two,med,high,unacc
951,med,vhigh,5more,two,big,low,unacc
952,med,vhigh,5more,two,big,med,unacc
953,med,vhigh,5more,two,big,high,unacc
954,med,vhigh,5more,four,small,low,unacc
955,med,vhigh,5more,four,small,med,unacc
956,med,vhigh,5more,four,small,high,acc
957,med,vhigh,5more,four,med,low,unacc
958,med,vhigh,5more,four,med,med,acc
959,med,vhigh,5more,four,med,high,acc
960,med,vhigh,5more,four,big,low,unacc
961,med,vhigh,5more,four,big,med,acc
962,med,vhigh,5more,four,big,high,acc
963,med,vhigh,5more,more,small,low,unacc
964,med,vhigh,5more,more,small,med,unacc
965,med,vhigh,5more,more,small,high,acc
966,med,vhigh,5more,more,med,low,unacc
967,med,vhigh,5more,more,med,med,acc
968,med,vhigh,5more,more,med,high,acc
969,med,vhigh,5more,more,big,low,unacc
970,med,vhigh,5more,more,big,med,acc
971,med,vhigh,5more,more,big,high,acc
972,med,high,two,two,small,low,unacc
973,med,high,two,two,small,med,unacc
974,med,high,two,two,small,high,unacc
975,med,high,two,two,med,low,unacc
976,med,high,two,two,med,med,unacc
977,med,high,two,two,med,high,unacc
978,med,high,two,two,big,low,unacc
979,med,high,two,two,big,med,unacc
980,med,high,two,two,big,high,unacc
981,med,high,two,four,small,low,unacc
982,med,high,two,four,small,med,unacc
983,med,high,two,four,small,high,acc
984,med,high,two,four,med,low,unacc
985,med,high,two,four,med,med,unacc
986,med,high,two,four,med,high,acc
987,med,high,two,four,big,low,unacc
988,med,high,two,four,big,med,acc
989,med,high,two,four,big,high,acc
990,med,high,two,more,small,low,unacc
991,med,high,two,more,small,med,unacc
992,med,high,two,more,small,high,unacc
993,med,high,two,more,med,low,unacc
994,med,high,two,more,med,med,unacc
995,med,high,two,more,med,high,acc
996,med,high,two,more,big,low,unacc
997,med,high,two,more,big,med,acc
998,med,high,two,more,big,high,acc
999,med,high,three,two,small,low,unacc
1000,med,high,three,two,small,med,unacc
1001,med,high,three,two,small,high,unacc
1002,med,high,three,two,med,low,unacc
1003,med,high,three,two,med,med,unacc
1004,med,high,three,two,med,high,unacc
1005,med,high,three,two,big,low,unacc
1006,med,high,three,two,big,med,unacc
1007,med,high,three,two,big,high,unacc
1008,med,high,three,four,small,low,unacc
1009,med,high,three,four,small,med,unacc
1010,med,high,three,four,small,high,acc
1011,med,high,three,four,med,low,unacc
1012,med,high,three,four,med,med,unacc
1013,med,high,three,four,med,high,acc
1014,med,high,three,four,big,low,unacc
1015,med,high,three,four,big,med,acc
1016,med,high,three,four,big,high,acc
1017,med,high,three,more,small,low,unacc
1018,med,high,three,more,small,med,unacc
1019,med,high,three,more,small,high,acc
1020,med,high,three,more,med,low,unacc
1021,med,high,three,more,med,med,acc
1022,med,high,three,more,med,high,acc
1023,med,high,three,more,big,low,unacc
1024,med,high,three,more,big,med,acc
1025,med,high,three,more,big,high,acc
1026,med,high,four,two,small,low,unacc
1027,med,high,four,two,small,med,unacc
1028,med,high,four,two,small,high,unacc
1029,med,high,four,two,med,low,unacc
1030,med,high,four,two,med,med,unacc
1031,med,high,four,two,med,high,unacc
1032,med,high,four,two,big,low,unacc
1033,med,high,four,two,big,med,unacc
1034,med,high,four,two,big,high,unacc
1035,med,high,four,four,small,low,unacc
1036,med,high,four,four,small,med,unacc
1037,med,high,four,four,small,high,acc
1038,med,high,four,four,med,low,unacc
1039,med,high,four,four,med,med,acc
1040,med,high,four,four,med,high,acc
1041,med,high,four,four,big,low,unacc
1042,med,high,four,four,big,med,acc
1043,med,high,four,four,big,high,acc
1044,med,high,four,more,small,low,unacc
1045,med,high,four,more,small,med,unacc
1046,med,high,four,more,small,high,acc
1047,med,high,four,more,med,low,unacc
1048,med,high,four,more,med,med,acc
1049,med,high,four,more,med,high,acc
1050,med,high,four,more,big,low,unacc
1051,med,high,four,more,big,med,acc
1052,med,high,four,more,big,high,acc
1053,med,high,5more,two,small,low,unacc
1054,med,high,5more,two,small,med,unacc
1055,med,high,5more,two,small,high,unacc
1056,med,high,5more,two,med,low,unacc
1057,med,high,5more,two,med,med,unacc
1058,med,high,5more,two,med,high,unacc
1059,med,high,5more,two,big,low,unacc
1060,med,high,5more,two,big,med,unacc
1061,med,high,5more,two,big,high,unacc
1062,med,high,5more,four,small,low,unacc
1063,med,high,5more,four,small,med,unacc
1064,med,high,5more,four,small,high,acc
1065,med,high,5more,four,med,low,unacc
1066,med,high,5more,four,med,med,acc
1067,med,high,5more,four,med,high,acc
1068,med,high,5more,four,big,low,unacc
1069,med,high,5more,four,big,med,acc
1070,med,high,5more,four,big,high,acc
1071,med,high,5more,more,small,low,unacc
1072,med,high,5more,more,small,med,unacc
1073,med,high,5more,more,small,high,acc
1074,med,high,5more,more,med,low,unacc
1075,med,high,5more,more,med,med,acc
1076,med,high,5more,more,med,high,acc
1077,med,high,5more,more,big,low,unacc
1078,med,high,5more,more,big,med,acc
1079,med,high,5more,more,big,high,acc
1080,med,med,two,two,small,low,unacc
1081,med,med,two,two,small,med,unacc
1082,med,med,two,two,small,high,unacc
1083,med,med,two,two,med,low,unacc
1084,med,med,two,two,med,med,unacc
1085,med,med,two,two,med,high,unacc
1086,med,med,two,two,big,low,unacc
1087,med,med,two,two,big,med,unacc
1088,med,med,two,two,big,high,unacc
1089,med,med,two,four,small,low,unacc
1090,med,med,two,four,small,med,acc
1091,med,med,two,four,small,high,acc
1092,med,med,two,four,med,low,unacc
1093,med,med,two,four,med,med,acc
1094,med,med,two,four,med,high,acc
1095,med,med,two,four,big,low,unacc
1096,med,med,two,four,big,med,acc
1097,med,med,two,four,big,high,vgood
1098,med,med,two,more,small,low,unacc
1099,med,med,two,more,small,med,unacc
1100,med,med,two,more,small,high,unacc
1101,med,med,two,more,med,low,unacc
1102,med,med,two,more,med,med,acc
1103,med,med,two,more,med,high,acc
1104,med,med,two,more,big,low,unacc
1105,med,med,two,more,big,med,acc
1106,med,med,two,more,big,high,vgood
1107,med,med,three,two,small,low,unacc
1108,med,med,three,two,small,med,unacc
1109,med,med,three,two,small,high,unacc
1110,med,med,three,two,med,low,unacc
1111,med,med,three,two,med,med,unacc
1112,med,med,three,two,med,high,unacc
1113,med,med,three,two,big,low,unacc
1114,med,med,three,two,big,med,unacc
1115,med,med,three,two,big,high,unacc
1116,med,med,three,four,small,low,unacc
1117,med,med,three,four,small,med,acc
1118,med,med,three,four,small,high,acc
1119,med,med,three,four,med,low,unacc
1120,med,med,three,four,med,med,acc
1121,med,med,three,four,med,high,acc
1122,med,med,three,four,big,low,unacc
1123,med,med,three,four,big,med,acc
1124,med,med,three,four,big,high,vgood
1125,med,med,three,more,small,low,unacc
1126,med,med,three,more,small,med,acc
1127,med,med,three,more,small,high,acc
1128,med,med,three,more,med,low,unacc
1129,med,med,three,more,med,med,acc
1130,med,med,three,more,med,high,vgood
1131,med,med,three,more,big,low,unacc
1132,med,med,three,more,big,med,acc
1133,med,med,three,more,big,high,vgood
1134,med,med,four,two,small,low,unacc
1135,med,med,four,two,small,med,unacc
1136,med,med,four,two,small,high,unacc
1137,med,med,four,two,med,low,unacc
1138,med,med,four,two,med,med,unacc
1139,med,med,four,two,med,high,unacc
1140,med,med,four,two,big,low,unacc
1141,med,med,four,two,big,med,unacc
1142,med,med,four,two,big,high,unacc
1143,med,med,four,four,small,low,unacc
1144,med,med,four,four,small,med,acc
1145,med,med,four,four,small,high,acc
1146,med,med,four,four,med,low,unacc
